"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1870524558606000469","Sat Dec 21 17:39:42 +0000 2024","0","#PPNMemperkuatEkonomi https://t.co/1WwmW3z3vQ","1870524558606000469","https://pbs.twimg.com/media/GfVwK1KaUAAUPBV.jpg","","qme","Neverland","0","0","0","https://x.com/tiewz/status/1870524558606000469","59458128","tiewz"
"1870518671170572741","Sat Dec 21 17:16:18 +0000 2024","0","PPN 12% dapat meningkatkan investasi di sektor kesehatan #PPNMemperkuatEkonomi","1870518671170572741","","","in","","0","0","0","https://x.com/sigit_purnama8/status/1870518671170572741","1843155168927621120","sigit_purnama8"
"1870514643774709869","Sat Dec 21 17:00:18 +0000 2024","0","PPN 12% bakal mendanai sektor teknologi yang lebih maju untuk menciptakan lebih banyak inovasi yang bermanfaat. #PPNMemperkuatEkonomi","1870514643774709869","","","in","","0","0","0","https://x.com/farhan28289/status/1870514643774709869","1542909253627019270","farhan28289"
"1869325434112155754","Sat Dec 21 16:46:24 +0000 2024","0","@raffi1133 @NenkMonica Mari dukung pembangunan negara dengan kebijakan fiskal yang kuat. #PPNMemperkuatEkonomi","1870511147914563743","","raffi1133","in","","0","0","0","https://x.com/nanpratama99_/status/1870511147914563743","1812707083751747584","nanpratama99_"
"1870510080044802133","Sat Dec 21 16:42:10 +0000 2024","0","PPN 12% mendorong pengembangan industri ramah lingkungan #PPNMemperkuatEkonomi","1870510080044802133","","","in","","0","0","0","https://x.com/indah_per30/status/1870510080044802133","1841776767507599360","indah_per30"
"1869325434112155754","Sat Dec 21 16:38:21 +0000 2024","0","@raffi1133 @NenkMonica Mari kita dukung kenaikan PPN demi penciptaan lapangan kerja. #PPNMemperkuatEkonomi","1870509119528165497","","raffi1133","in","","0","0","0","https://x.com/khalesya_dahma/status/1870509119528165497","1684468293518991360","khalesya_dahma"
"1869325434112155754","Sat Dec 21 16:38:09 +0000 2024","0","@raffi1133 @NenkMonica Kenaikan PPN penyesuaian untuk masa depan yang lebih baik. #PPNMemperkuatEkonomi","1870509069951488354","","raffi1133","in","","0","1","0","https://x.com/zaina_arida/status/1870509069951488354","1689189210094497792","zaina_arida"
"1870417383510487240","Sat Dec 21 16:10:29 +0000 2024","0","@ihaerinkankk Pemerintah terus berinovasi untuk menciptakan sistem pajak yang adil bagi semua kalangan #PPNMemperkuatEkonomi","1870502107188732260","","ihaerinkankk","in","","0","0","0","https://x.com/huta_pea21/status/1870502107188732260","1832385251588657152","huta_pea21"
"1870500753363935399","Sat Dec 21 16:05:06 +0000 2024","0","ni buzzerp. biadab emang. #PPNMemperkuatEkonomi PALALU #PPNMemperkuatOligarki #PajakMencekik #TolakPPN12Persen #TolakKenaikanPPN12Persen #pajak","1870500753363935399","","","in","","0","0","0","https://x.com/veeilluvia/status/1870500753363935399","1112192962178375680","veeilluvia"
"1870497810954772754","Sat Dec 21 15:53:24 +0000 2024","0","yuk lengkapi kebutuhan haiking camping atau kegiatan outdoor lainnya di EIGER OFFICIAL. Masih banyak promo lainnya dari EIGER tunggu apa lagi kunjungi sekarang juga.! #WhenThePhoneRingsEp7 #PPNMemperkuatEkonomi #SiagaAmankanNataru #dominATE_JAKARTA https://t.co/zHRgVMRxUd","1870497810954772754","","","in","Pekan Baru, Riau","0","0","0","https://x.com/IanS77340217/status/1870497810954772754","1484133875521847310","IanS77340217"
"1870496274635706637","Sat Dec 21 15:47:18 +0000 2024","3","Anyway kader gerindra juga disuruh jd buzzer wwkw liat last postingan ahmad dhani sama story ig melly goeslow video yg sama juga banyak di tag di ig gerindra termasuk stafsusny sufmi dasmo si kawendra Alias capek2 jd DPR malah nyambi jd buzzer #PPNMemperkuatEkonomi","1870496274635706637","","","in","Narnia","0","1","2","https://x.com/greatesthera/status/1870496274635706637","3156368232","greatesthera"
"1870493910772101532","Sat Dec 21 15:37:55 +0000 2024","0","Guys tolong block buzzer rame-rame. Mana ada kenaikan PPN memperkuat ekonomi ngaco banget edukasinya. #PPNMemperkuatEkonomi","1870493910772101532","","","in","Jakarta Capital Region","0","0","0","https://x.com/RevealJkt/status/1870493910772101532","1016413184","RevealJkt"
"1870493825782997199","Sat Dec 21 15:37:34 +0000 2024","0","#PPNMemperkuatEkonomi #TimnasIndonesia #TimnasDaylive PAJAK NAIK PEJABAT KORUP HAPPY... Retweet","1870493825782997199","","","in","","0","0","0","https://x.com/GagahMakmu44043/status/1870493825782997199","1798413120131772417","GagahMakmu44043"
