"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1870489940322406502","Sat Dec 21 16:10:29 +0000 2024","0","@Lily_JKT48 Ayo gas hehe udah GK sabar nih temenin malming y @Lily_JKT48","1870502106563764674","","Lily_JKT48","in","Kalimantan Barat, Indonesia","0","0","0","https://x.com/raymundussss/status/1870502106563764674","1771555431879716864","raymundussss"
"1870501997142745447","Sat Dec 21 16:10:03 +0000 2024","0","malming mlah nangis","1870501997142745447","","","in","","0","0","0","https://x.com/cakecayin/status/1870501997142745447","1128728615854567424","cakecayin"
"1870501785103990856","Sat Dec 21 16:09:12 +0000 2024","4","malam minggu malming towel pepaya ready vcs durian https://t.co/uuslh9fsnn","1870501785103990856","https://pbs.twimg.com/ext_tw_video_thumb/1870501772965613568/pu/img/VKAJ9me7JeP7-SIN.jpg","","in","cyber ","0","1","4","https://x.com/Razlph/status/1870501785103990856","760584391651360768","Razlph"
"1870501750144393313","Sat Dec 21 16:09:04 +0000 2024","0","malam minggu malming ready towel wasit filipina ferrari https://t.co/f8hQ9P7blB https://t.co/2mWBOhc0ZJ","1870501750144393313","https://pbs.twimg.com/ext_tw_video_thumb/1870501732322852864/pu/img/bgx-TTtb0cVG1kmS.jpg","","in","","0","0","0","https://x.com/retceivce/status/1870501750144393313","1165871016","retceivce"
"1870501745794916374","Sat Dec 21 16:09:03 +0000 2024","0","Malming","1870501745794916374","","","en","","0","0","0","https://x.com/Silieut/status/1870501745794916374","1814254630081273856","Silieut"
"1870500760309674331","Sat Dec 21 16:08:49 +0000 2024","0","@ohmy_beautybank Udah malming sendirian minimal kamu polbek aku","1870501689171804507","","ohmy_beautybank","in","🆔","0","0","0","https://x.com/hi__mels/status/1870501689171804507","1497552343608356866","hi__mels"
"1870430952402670077","Sat Dec 21 16:08:41 +0000 2024","0","@kimgyuvn malming ku main emel... dan hujan.. jd aku betah dah tuh","1870501654145224994","","kimgyuvn","in","Archie Jeianna","0","0","0","https://x.com/archeieve/status/1870501654145224994","763392649709494272","archeieve"
"1870501629340106882","Sat Dec 21 16:08:35 +0000 2024","0","malming bapuk","1870501629340106882","","","et","","0","0","0","https://x.com/kavhfiction/status/1870501629340106882","1753654809763434496","kavhfiction"
"1870492072035402027","Sat Dec 21 16:08:30 +0000 2024","0","@orenspaces oiya lupa dut lg sibuk malming sama dek wony","1870501610579005936","","orenspaces","in","Brisbane, (21+)","0","1","0","https://x.com/presiven/status/1870501610579005936","1786442497931214848","presiven"
"1870449944659988706","Sat Dec 21 16:08:29 +0000 2024","0","@winzkeys Malming ngapain nih Ra?","1870501603704500683","","winzkeys","in","Rakhael Farren Adhitama. ","0","0","0","https://x.com/gebukkk/status/1870501603704500683","1377418822341160960","gebukkk"
"1870441317723201940","Sat Dec 21 16:08:23 +0000 2024","0","@sambat_bat pasti macet malming ke puncak mah","1870501579482337326","","sambat_bat","in","Plat F","0","0","0","https://x.com/convkillah/status/1870501579482337326","1484822883566514179","convkillah"
"1870501557973971216","Sat Dec 21 16:08:18 +0000 2024","0","malming By https://t.co/jtdORmSiuw","1870501557973971216","https://pbs.twimg.com/media/GfVbQFda8AANfdu.jpg","","en","","0","0","0","https://x.com/devanthere/status/1870501557973971216","1861430056125612032","devanthere"
"1870501546724880703","Sat Dec 21 16:08:15 +0000 2024","0","BARU INGET KALO SKRG MALMING","1870501546724880703","","","in","fitk’24☆","0","0","0","https://x.com/vealsavath/status/1870501546724880703","1816175650153312256","vealsavath"
