"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1868983017433395346","Tue Dec 17 11:34:10 +0000 2024","0","George Sugama Halim n the circle Fuck kasih 1 https://t.co/JR2nfJYznn","1868983017433395346","https://pbs.twimg.com/media/Ge_2Jh3bwAECYwY.jpg","","in","","0","0","0","https://x.com/WGreborn/status/1868983017433395346","1192071663895973888","WGreborn"
"1868981457672454154","Tue Dec 17 11:27:58 +0000 2024","0","Komisi III DPR menggelar audiensi dengan karyawati toko roti bernama Dwi Ayu Dharmawati. Dwi adalah korban penganiayaan anak bos toko roti di Jakarta Timur bernama George Sugama Halim. https://t.co/qMuT8zDGLX","1868981457672454154","https://pbs.twimg.com/ext_tw_video_thumb/1868981139484135424/pu/img/wNtJGWRT6D1O9de_.jpg","","in","Kutub Selatan","0","0","1","https://x.com/C_D3pp/status/1868981457672454154","1404751063324889088","C_D3pp"
"1868979527525056783","Tue Dec 17 11:20:17 +0000 2024","4","Kapolres Metro Jakarta Timur Kombes Nicolas Ary Lilipaly meminta maaf atas keterlambatan tim penyidik mengusut kasus penganiayaan anak bos toko roti di Cakung George Sugama Halim terhadap pegawai bernama Dwi Ayu Darmawati. //MR #GeorgeSugama #Polres https://t.co/BjJJ2OB5sH","1868979527525056783","","","in","Jakarta","0","2","1","https://x.com/kompascom/status/1868979527525056783","23343960","kompascom"
"1868977808380510664","Tue Dec 17 11:13:28 +0000 2024","0","Ketua Komisi III DPR RI Habiburokhman menanggapi dugaan gangguan kejiwaan yang dialami anak bos toko roti George Sugama Halim saat melakukan penganiayaan. #ntvnewsid #Habiburokhman #DPR #georgesugamahalim #tokoroti #penganiayaan #kejiwaan #dwiayudarmawati #cakung https://t.co/x3PyavhqZi","1868977808380510664","https://pbs.twimg.com/ext_tw_video_thumb/1868977759995019264/pu/img/qoRnLDWKcopxmhWJ.jpg","","in","Jakarta","0","0","0","https://x.com/ntvnewsid/status/1868977808380510664","1758030653344657408","ntvnewsid"
"1868976531273642074","Tue Dec 17 11:08:23 +0000 2024","0","Tabiat George Sugama Halim anak bos toko kue di Cakung Jakarta Timur yang menjadi tersangka penganiayaan terhadap pegawainya perlahan terkuak. Selain pegawainya keluarga George juga menjadi sasaran amarahnya. Selengkapnya https://t.co/HeidYTJztE https://t.co/FBSQSgnbJE","1868976531273642074","https://pbs.twimg.com/media/Ge_wP0AagAA-ExH.jpg","","in","","0","0","0","https://x.com/Tribun_Jakarta/status/1868976531273642074","2188143474","Tribun_Jakarta"
"1868975209782690054","Tue Dec 17 11:03:08 +0000 2024","0","Profil George Sugama Halim Pelaku penganiayaan Pegawai Toko Roti https://t.co/QsvDBq0dwo","1868975209782690054","","","in","Banten, Indonesia","0","0","0","https://x.com/banten_berita/status/1868975209782690054","1941200143","banten_berita"
"1868970080337592395","Tue Dec 17 10:42:45 +0000 2024","0","Terungkap Jabatan George Sugama Halim di Toko Roti Lindayes Korban Bantah Pelaku Memiliki Gangguan Jiwa? https://t.co/257MpZnc7N","1868970080337592395","","","in","","0","0","0","https://x.com/foklviral/status/1868970080337592395","1843974917387419648","foklviral"
"1868966995821215748","Tue Dec 17 10:30:30 +0000 2024","0","George Sugama Halim Ngaku Kebal Hukum Hina Karyawan Toko Roti Babu dan Miskin! https://t.co/GaJHNKgQg4 #GeorgeSugamaHalim #DwiAyuDharmawati #PenganiayaanPegawaiTokoRoti #BosTokoRoti #Cakung #Polri","1868966995821215748","","","in","","0","0","0","https://x.com/In_drael/status/1868966995821215748","1095244482205802496","In_drael"
"1868966724076290127","Tue Dec 17 10:29:25 +0000 2024","0","Kisah pilu korban George Sugama Halim: Ibunya rela jual motor satu-satunya demi sewa pengacara. Perjuangan yang tak kenal lelah untuk keadilan! #KisahPilu #garudatv #laporan8 #PerjuanganIbu #KeajaibanKeadilan #GeorgeSugamaHalim https://t.co/cXlrDYdmHO","1868966724076290127","https://pbs.twimg.com/amplify_video_thumb/1868966659412631553/img/8RPCA22FYoIsNLQD.jpg","","in","Indonesia","0","0","0","https://x.com/garudatvnews/status/1868966724076290127","502140136","garudatvnews"
"1868965806123651392","Tue Dec 17 10:25:46 +0000 2024","0","Anak bos toko roti di Cakung Jakarta Timur George Sugama Halim (GSH) berhasil ditangkap polisi. GSH ditangkap karena diduga menganiaya pegawai perempuan di toko roti milik ayahnya. NNN #BuletiniNews #BuletiniNewsPagi #penganiayaan #BosTokoRoti #Cakung #JakartaTimur https://t.co/lEmzk2YgXw","1868965806123651392","https://pbs.twimg.com/media/Ge_mfKsbwAArFVi.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/GTVID_News/status/1868965806123651392","543264218","GTVID_News"
"1868963899175026804","Tue Dec 17 10:18:11 +0000 2024","14","Korban penganiayaan anak bos toko roti di Cakung Dwi Ayu Darmawati sempat ditipu oleh pengacara hingga mesti menjual motor pribadinya setelah dianiaya oleh anak bos toko roti George Sugama Halim. Hal ini diungkap korban ketika RDP dengan Komisi III DPR RI di Kompleks https://t.co/OwhBqwDZuH","1868963899175026804","https://pbs.twimg.com/ext_tw_video_thumb/1868963681494876162/pu/img/F3W9iHtsARCKdwoB.jpg","","in","","4","1","5","https://x.com/inilahdotcom/status/1868963899175026804","46693036","inilahdotcom"
"1868963869215146093","Tue Dec 17 10:18:04 +0000 2024","8","[NEWS EXPLAINED] Kasir toko kue yang dianiaya George Sugama Halim Dwi menceritakan ia belum digaji sejak Oktober lalu. Selain itu dalam perjuangannya mendapat keadilan Dwi sempat ditipu oleh pengacara hingga jual motor. Kini George sudah ditangkap. https://t.co/7GvURh5rqW","1868963869215146093","https://pbs.twimg.com/media/Ge_kuy8bwAEiDVW.jpg","","in","Jakarta Capital Region","1","4","7","https://x.com/eradotid/status/1868963869215146093","903229236051247104","eradotid"
"1868961392734487016","Tue Dec 17 10:08:14 +0000 2024","14","Terungkap! George Sugama Halim Ternyata Punya Gangguan Mental Korban Tidak Hanya Pegawai Toko Roti Lindayes di Jaktim. Ooo .krn gangguan jiwa makanya kebal hukum. Dagelan! ","1868961392734487016","","","in","Bekasi - Indonesia","0","2","4","https://x.com/bachrum_achmadi/status/1868961392734487016","105085302","bachrum_achmadi"
"1868960444226163003","Tue Dec 17 10:04:28 +0000 2024","0","D pun keluar dari pekerjaan itu lantaran mengalami dugaan penganiayaan yang dilakukan putra bos toko roti tersebut George Sugama Halim (GSH) pada Kamis (17/10/2024) lalu.","1868960446696636564","","asumsico","in","Jakarta Capital Region","0","1","0","https://x.com/asumsico/status/1868960446696636564","829366551446818816","asumsico"
"1868959672029610220","Tue Dec 17 10:01:24 +0000 2024","0","Kasus Penganiayaan Pegawai Toko Roti George Sugama Halim Ditangkap dan Ditetapkan Sebagai Tersangka https://t.co/qhZ7uQhFES","1868959672029610220","","","in","","0","0","0","https://x.com/PostingnewsId/status/1868959672029610220","1432647261989720064","PostingnewsId"
"1868958506004746506","Tue Dec 17 09:56:46 +0000 2024","18","Stigma no viral no justice kembali mencuat setelah video penganiayaan yang melibatkan anak pemilik toko roti George Sugama Halim viral di media sosial pada Minggu (15/12/2024). Video merekam kejadian kekerasan terhadap pegawai toko roti berinisial D di Cakung Jakarta https://t.co/CImBWYZV6r","1868958506004746506","https://pbs.twimg.com/media/Ge_fvZfbwAEuRTK.jpg","","in","Jakarta","2","8","13","https://x.com/kompascom/status/1868958506004746506","23343960","kompascom"
"1868957600815137019","Tue Dec 17 09:53:10 +0000 2024","0","Arti No Viral No Justice Ramai Imbas Kasus George Sugama Halim Anak Bos Roti Aniaya Karyawati https://t.co/PNrXOONTr7","1868957600815137019","","","in","","0","0","1","https://x.com/suarakilat/status/1868957600815137019","1705069400733466624","suarakilat"
"1868957079467442612","Tue Dec 17 09:51:05 +0000 2024","0","Arti No Viral No Justice Ramai Imbas Kasus George Sugama Halim Anak Bos Roti Aniaya Karyawati https://t.co/EydSG2f4NP","1868957079467442612","","","in","Yogyakarta, Indonesia","0","0","0","https://x.com/yangberbahaya/status/1868957079467442612","1044409983339659264","yangberbahaya"
"1868956867495674281","Tue Dec 17 09:50:15 +0000 2024","0","Kasus Penganiayaan Pegawai Toko Roti George Sugama Halim Ditangkap dan Ditetapkan Sebagai Tersangka https://t.co/6NUnxlDLj6","1868956867495674281","","","in","Ciledug, Indonesia","0","0","0","https://x.com/acepe01/status/1868956867495674281","172677495","acepe01"
