"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1868986314617766123","Tue Dec 17 11:47:16 +0000 2024","0","Bini pak RT pulen lagi viral https://t.co/sScTPIBgfU https://t.co/YkjCWVPGL8 https://t.co/QgjhwU5hI3 https://t.co/jpaAgH7syY https://t.co/njgbFJHPDq https://t.co/o2ThDrYMbp Nikita Willy gede banget ready malam Roti o sore #keLIAtan #SekaliLagi #MimpiIndah https://t.co/4hJS3UBJat","1868986314617766123","https://pbs.twimg.com/media/Ge_5JRgbwAA_m7g.jpg","","in","","0","0","0","https://x.com/cvlammy/status/1868986314617766123","4363569257","cvlammy"
"1868974160183247103","Tue Dec 17 11:46:54 +0000 2024","0","@iooryx_ Jalan sore sore","1868986225790734419","","iooryx_","in","","0","0","0","https://x.com/onyourjojo_24/status/1868986225790734419","1797956500755009536","onyourjojo_24"
"1868977038608187586","Tue Dec 17 11:46:53 +0000 2024","0","@empaythy Udah paling bener gue yg jadi presiden","1868986218266132782","","empaythy","in","palestine | DNFWOC","0","0","0","https://x.com/trrgedi98/status/1868986218266132782","1739265592534958080","trrgedi98"
"1868952385303011505","Tue Dec 17 11:46:50 +0000 2024","0","@Santi_nya moodku sore ini","1868986207847563406","","Santi_nya","in","","0","0","0","https://x.com/cacagula/status/1868986207847563406","1326796441","cacagula"
"1868984781746425861","Tue Dec 17 11:46:43 +0000 2024","0","besok kali ya jam 3 sore help rt. jam 7 bisa di take :3","1868986177124286485","","xeerenna","in","☠︎︎ CLOSE.","0","0","0","https://x.com/xeerenna/status/1868986177124286485","1314461286441218048","xeerenna"
"1868634759854715249","Tue Dec 17 11:46:40 +0000 2024","0","@tanyakanrl Tadi sore https://t.co/TvDb47nubT","1868986163958366507","https://pbs.twimg.com/media/Ge_5AX1bwAMpiHq.jpg","tanyakanrl","in","Reykjavík, Iceland","0","0","0","https://x.com/asopian630/status/1868986163958366507","1439450466","asopian630"
"1868986156685443495","Tue Dec 17 11:46:38 +0000 2024","0","炭樽さんの牧清小説は心のサプリメント","1868986156685443495","","","ja","❗️Repost is prohibited❗️","0","0","0","https://x.com/sore_sunawachi/status/1868986156685443495","1021696704859394048","sore_sunawachi"
"1868967686342164736","Tue Dec 17 11:46:35 +0000 2024","0","@sukaaries IHH Alhamdulillah bgt sore ini udah selesaiiii","1868986144358384038","","sukaaries","in","04.14.24 クローバー Clover 🇮🇩","0","0","0","https://x.com/txtmbunamashiho/status/1868986144358384038","1338432179882262528","txtmbunamashiho"
"1868986080038731939","Tue Dec 17 11:46:20 +0000 2024","0","Ini scoups lg mampir ke rumah makan pagi sore ga sih? Sekalian liat cabang","1868986080038731939","","","in","⚠︎  read my carrd, byf !!","0","0","0","https://x.com/SCOUPYBOO/status/1868986080038731939","1304764906789453826","SCOUPYBOO"
"1868510357138059686","Tue Dec 17 11:46:14 +0000 2024","0","@makiseeeeeeeee @niftbl awwkwkwk inget bgt dulu sore sore nonton lgsg dilokasi","1868986056491815168","","makiseeeeeeeee","in","","0","0","0","https://x.com/nawafimeama/status/1868986056491815168","1106674219704684544","nawafimeama"
"1868986005321363849","Tue Dec 17 11:46:02 +0000 2024","0","Selamat sore teman timun yang unyu unyu let's go new convo sama yang baru on nih. Gimana sejauh ini Selasanya? Udah makan belum by? https://t.co/xaLCBn1ABh","1868986005321363849","https://pbs.twimg.com/media/Ge_4p8sbsAAJa_R.png","","in","® Hearthelms","0","0","0","https://x.com/RecordMINGYU/status/1868986005321363849","2437143157","RecordMINGYU"
"1868985916850946173","Tue Dec 17 11:45:41 +0000 2024","0","berat bgt pala efek tidur sore","1868985916850946173","","","in","Middle-earth","0","0","0","https://x.com/ryrghthr/status/1868985916850946173","2655659976","ryrghthr"
"1867741403784384601","Tue Dec 17 11:45:37 +0000 2024","0","@kdrama_menfess Langit sore ini jd inget wallpapernya si bapak https://t.co/XVlv7NratS","1868985902011388088","https://pbs.twimg.com/media/Ge_4xOqbwAEzCfY.jpg","kdrama_menfess","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/deijikkoch08/status/1868985902011388088","1177922400731586561","deijikkoch08"
"1868971515116765211","Tue Dec 17 11:45:34 +0000 2024","0","@surgaeran sore","1868985888996532366","","surgaeran","en","dnf.","0","0","0","https://x.com/streskerja/status/1868985888996532366","1723163275335290880","streskerja"
